Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,None
1.72217E+18,13:53:00,CNR8258871692,Driver Not Found,CID804974,Auto,Peenya,Cox Town,,,,,,,125,,0,,,
1.72221E+18,00:08:00,CNR7844432925,Success,CID635965,Prime SUV,Electronic City,KR Puram,280,80,,,No,,362,Cash,36,4.1,4.6,
1.72003E+18,16:49:00,CNR3149119791,Success,CID606573,Mini,Hebbal,Ulsoor,224,50,,,No,,471,Credit Card,22,3.5,3.3,
1.71987E+18,22:15:00,CNR6545513695,Success,CID932866,Prime SUV,Kengeri,Devanahalli,252,125,,,No,,163,UPI,23,4.3,4.3,
1.72084E+18,03:12:00,CNR6427297269,Success,CID418039,Mini,Shivajinagar,KR Puram,56,140,,,No,,142,Cash,6,3.8,3.6,
1.72188E+18,03:49:00,CNR1684336791,Canceled by Customer,CID339379,Prime Plus,HSR Layout,Kengeri,,,AC is Not working,,,,451,,0,,,
1.72017E+18,09:23:00,CNR8107628541,Canceled by Customer,CID131079,Prime SUV,Peenya,Kadugodi,,,Driver is not moving towards pickup location,,,,358,,0,,,
1.72003E+18,18:16:00,CNR8516392891,Success,CID214348,Prime Sedan,Shivajinagar,Kadugodi,308,60,,,No,,365,Cash,36,4.9,4,
1.72079E+18,12:38:00,CNR5043217856,Canceled by Driver,CID298396,Auto,Sarjapur Road,Chamarajpet,,,,Personal & Car related issue,,,752,,0,,,
1.72132E+18,17:39:00,CNR7829903493,Canceled by Driver,CID459892,eBike,Indiranagar,Kammanahalli,,,,Customer was coughing/sick,,,531,,0,,,
1.72126E+18,22:51:00,CNR4290294193,Canceled by Driver,CID451045,Auto,Richmond Town,Sahakar Nagar,,,,Customer was coughing/sick,,,111,,0,,,
1.72236E+18,17:37:00,CNR4330381266,Success,CID215319,Auto,Banashankari,Rajarajeshwari Nagar,168,135,,,No,,216,UPI,5,4.4,4.3,
1.72069E+18,10:25:00,CNR6146948780,Success,CID988392,eBike,Bannerghatta Road,Kammanahalli,196,125,,,No,,147,UPI,39,3.3,3.2,
1.72172E+18,06:51:00,CNR4211386643,Canceled by Driver,CID351096,eBike,RT Nagar,HSR Layout,,,,Customer related issue,,,433,,0,,,
1.72158E+18,16:24:00,CNR5828080027,Success,CID562246,Prime Plus,Sarjapur Road,Banashankari,287,125,,,No,,664,UPI,24,3.6,4.4,
1.72178E+18,00:10:00,CNR5043719137,Success,CID638458,Mini,Banashankari,Kammanahalli,98,50,,,No,,159,UPI,40,4,4.7,
1.72218E+18,16:31:00,CNR2332223815,Success,CID557188,Mini,Whitefield,Ramamurthy Nagar,70,85,,,No,,556,UPI,27,5,3.2,
1.72179E+18,02:27:00,CNR5863244684,Success,CID798517,eBike,Hebbal,HSR Layout,252,110,,,Yes,Customer Demand,184,Cash,2,4.3,4.4,
1.72143E+18,22:54:00,CNR2051641681,Success,CID776786,Auto,Ulsoor,Kadugodi,294,65,,,No,,295,Cash,6,3.5,3.2,
1.72005E+18,00:38:00,CNR6963252366,Success,CID565564,Bike,Yeshwanthpur,Kadugodi,168,145,,,No,,794,Cash,25,4.8,4,
1.71996E+18,22:59:00,CNR6561084640,Success,CID983895,Bike,Kengeri,Magadi Road,301,110,,,No,,330,Cash,27,4,4.1,
1.72003E+18,18:29:00,CNR8606343558,Success,CID193075,Bike,Kadugodi,Yeshwanthpur,63,95,,,No,,187,UPI,34,4.9,3.8,
1.72182E+18,10:52:00,CNR6129451090,Success,CID579290,Prime Sedan,Shantinagar,Bannerghatta Road,84,145,,,No,,487,Cash,9,3.6,3.8,
1.72143E+18,23:19:00,CNR8991153488,Canceled by Driver,CID563608,eBike,Vijayanagar,Kadugodi,,,,Personal & Car related issue,,,426,,0,,,
1.72094E+18,08:16:00,CNR3555127202,Success,CID334563,Auto,Koramangala,Varthur,105,40,,,No,,229,Cash,15,4.6,5,
1.72236E+18,18:06:00,CNR2478670622,Success,CID381271,Prime Plus,Hennur,Hosur Road,154,130,,,No,,445,UPI,48,4.9,4.6,
1.72226E+18,12:13:00,CNR2637746164,Success,CID131513,Auto,Hebbal,Majestic,182,70,,,No,,134,Cash,8,3.3,4,
1.72113E+18,10:32:00,CNR1098685369,Success,CID366678,Auto,Basavanagudi,Nagarbhavi,154,145,,,No,,119,Cash,9,4.2,4,
1.71994E+18,18:20:00,CNR3013333422,Driver Not Found,CID377403,eBike,Kadugodi,Hennur,,,,,,,214,,0,,,
1.72233E+18,09:17:00,CNR6731320458,Success,CID470881,Prime Sedan,Hosur Road,Koramangala,77,25,,,No,,113,Cash,14,4.9,3.6,
1.72216E+18,10:17:00,CNR1523677800,Canceled by Driver,CID967088,Prime SUV,Ramamurthy Nagar,Kammanahalli,,,,Personal & Car related issue,,,362,,0,,,
1.72056E+18,20:36:00,CNR5683291566,Success,CID221217,Prime SUV,Sahakar Nagar,Indiranagar,119,25,,,No,,545,UPI,6,3.3,4.9,
1.72069E+18,10:28:00,CNR9411398805,Success,CID416695,Prime Plus,Padmanabhanagar,RT Nagar,287,95,,,No,,498,Cash,11,3.2,4.3,
1.72108E+18,22:51:00,CNR7845975089,Driver Not Found,CID221620,Bike,RT Nagar,Ulsoor,,,,,,,117,,0,,,
1.72005E+18,22:59:00,CNR3855977560,Canceled by Driver,CID634914,Prime Sedan,Hulimavu,Richmond Town,,,,More than permitted people in there,,,230,,0,,,
1.72187E+18,01:44:00,CNR6774178719,Success,CID902361,eBike,KR Puram,Marathahalli,105,35,,,No,,304,Cash,28,3.6,3,
1.72209E+18,13:10:00,CNR4046969463,Canceled by Driver,CID788327,Prime Plus,Koramangala,Devanahalli,,,,Personal & Car related issue,,,318,,0,,,
1.71987E+18,21:22:00,CNR4475747544,Success,CID337010,Prime Sedan,Chickpet,Langford Town,259,95,,,No,,130,Cash,18,3.1,4.9,
1.72037E+18,16:37:00,CNR5165798104,Success,CID831932,Bike,Bannerghatta Road,Koramangala,189,75,,,No,,419,Cash,12,4.7,4.2,
1.72019E+18,15:15:00,CNR4392965412,Canceled by Driver,CID966732,Prime SUV,Kammanahalli,Richmond Town,,,,Customer related issue,,,399,,0,,,
1.72168E+18,19:30:00,CNR1167401662,Driver Not Found,CID981323,Mini,JP Nagar,Hulimavu,,,,,,,2900,,0,,,
1.72208E+18,11:39:00,CNR2822610940,Success,CID301559,Bike,Mysore Road,Yelahanka,168,70,,,No,,121,Cash,31,4.2,3.1,
1.72092E+18,01:07:00,CNR6691577601,Success,CID983207,Prime Sedan,MG Road,RT Nagar,189,90,,,No,,107,UPI,27,3.5,3.3,
1.72125E+18,21:09:00,CNR9445908039,Canceled by Customer,CID921864,Mini,Hosur Road,Banashankari,,,Driver is not moving towards pickup location,,,,424,,0,,,
1.72159E+18,20:34:00,CNR3423157511,Canceled by Driver,CID704228,Bike,Electronic City,Nagarbhavi,,,,Customer was coughing/sick,,,307,,0,,,
1.72141E+18,17:32:00,CNR1324239592,Success,CID647625,eBike,KR Puram,Kammanahalli,119,70,,,No,,583,Cash,40,4.5,4.2,
1.72014E+18,01:18:00,CNR8086928686,Canceled by Driver,CID506037,Mini,Nagarbhavi,MG Road,,,,Personal & Car related issue,,,325,,0,,,
1.72163E+18,05:44:00,CNR3412387949,Success,CID786300,Prime Sedan,Majestic,Hulimavu,154,140,,,No,,216,UPI,33,4.4,4.5,
1.72034E+18,06:55:00,CNR9728294566,Canceled by Driver,CID444964,Mini,Indiranagar,Whitefield,,,,Customer related issue,,,337,,0,,,
1.72125E+18,21:06:00,CNR3797886537,Success,CID692922,Prime SUV,KR Puram,Yeshwanthpur,196,120,,,No,,373,Cash,26,4.6,4.1,
1.7211E+18,03:12:00,CNR2918335042,Canceled by Customer,CID267651,Bike,Magadi Road,Vijayanagar,,,Change of plans,,,,121,,0,,,
1.72172E+18,08:56:00,CNR7683288053,Success,CID472301,Prime Plus,Vijayanagar,KR Puram,140,135,,,No,,584,UPI,18,3.1,3.3,
1.72231E+18,04:29:00,CNR7308621555,Canceled by Customer,CID255257,Mini,Sahakar Nagar,Whitefield,,,AC is Not working,,,,372,,0,,,
1.71988E+18,23:33:00,CNR6893200456,Canceled by Driver,CID590573,Prime SUV,Whitefield,Rajarajeshwari Nagar,,,,Personal & Car related issue,,,482,,0,,,
1.72213E+18,01:48:00,CNR8506315424,Canceled by Customer,CID384102,Mini,Hosur Road,Peenya,,,Wrong Address,,,,169,,0,,,
1.72033E+18,05:42:00,CNR6289456005,Driver Not Found,CID341767,Bike,Malleshwaram,Malleshwaram,,,,,,,655,,0,,,
1.72199E+18,10:10:00,CNR3652386033,Success,CID718764,Bike,Jayanagar,MG Road,119,30,,,No,,398,UPI,4,3.3,3.3,
1.72182E+18,11:32:00,CNR7500140086,Success,CID711398,Prime SUV,Langford Town,Tumkur Road,154,90,,,No,,198,Cash,2,3.3,3.6,
1.72104E+18,09:55:00,CNR9206491878,Driver Not Found,CID219381,Prime Sedan,Rajajinagar,Padmanabhanagar,,,,,,,482,,0,,,
1.72222E+18,03:17:00,CNR1508971604,Success,CID902685,Prime Sedan,Hebbal,BTM Layout,238,140,,,No,,305,UPI,23,3.8,4.4,
1.72002E+18,15:14:00,CNR4004898445,Canceled by Driver,CID501660,Mini,Peenya,Padmanabhanagar,,,,More than permitted people in there,,,294,,0,,,
1.72025E+18,07:14:00,CNR8826275068,Success,CID257693,Prime Sedan,Richmond Town,Tumkur Road,252,65,,,No,,161,Cash,5,4.1,4,
1.71993E+18,13:18:00,CNR9942066704,Canceled by Driver,CID908062,Prime Sedan,Yelahanka,Sarjapur Road,,,,Customer related issue,,,404,,0,,,
1.71983E+18,10:09:00,CNR2361275900,Success,CID429569,Auto,Magadi Road,Peenya,126,60,,,No,,169,Cash,12,4.7,3.8,
1.72E+18,09:20:00,CNR4419040819,Success,CID644474,Bike,Kengeri,Devanahalli,56,45,,,No,,501,UPI,49,4.5,3.1,
1.72037E+18,16:41:00,CNR1911058132,Success,CID309575,Mini,Mysore Road,Hosur Road,301,125,,,No,,101,Cash,1,3.6,3.7,
1.72145E+18,03:47:00,CNR8926984331,Success,CID860681,Auto,Kengeri,Shantinagar,175,120,,,No,,192,Cash,15,4.6,4.5,
1.72131E+18,12:57:00,CNR2191224963,Canceled by Driver,CID702491,Mini,Koramangala,Varthur,,,,More than permitted people in there,,,393,,0,,,
1.72013E+18,21:10:00,CNR6024993831,Canceled by Customer,CID689882,eBike,Cox Town,Kadugodi,,,AC is Not working,,,,414,,0,,,
1.71998E+18,04:20:00,CNR3704418934,Canceled by Customer,CID679996,Bike,Yeshwanthpur,Malleshwaram,,,Change of plans,,,,1816,,0,,,
1.72016E+18,06:38:00,CNR6259704301,Success,CID228411,Prime Sedan,Jayanagar,HSR Layout,161,75,,,No,,366,Cash,28,3.8,3.2,
1.72066E+18,00:22:00,CNR4588889454,Driver Not Found,CID955141,Prime SUV,Rajarajeshwari Nagar,Cox Town,,,,,,,417,,0,,,
1.72026E+18,08:41:00,CNR9102117353,Success,CID226904,Prime Plus,Cox Town,Magadi Road,231,135,,,No,,2884,UPI,48,3.8,4.9,
1.72189E+18,07:33:00,CNR9855871509,Canceled by Driver,CID750118,Prime Sedan,RT Nagar,Mysore Road,,,,Personal & Car related issue,,,371,,0,,,
1.72237E+18,19:29:00,CNR6491202733,Success,CID188757,Mini,Magadi Road,Cox Town,56,45,,,No,,175,UPI,2,3.4,3.3,
1.7207E+18,12:39:00,CNR1767970743,Success,CID989298,Bike,Peenya,Rajarajeshwari Nagar,70,85,,,No,,494,UPI,28,3.1,3.8,
1.72234E+18,12:04:00,CNR6136026561,Success,CID233895,eBike,HSR Layout,Bellandur,49,100,,,No,,441,UPI,27,3.1,3.1,
1.72175E+18,15:34:00,CNR7642653871,Success,CID877855,Prime Sedan,Banashankari,Sarjapur Road,252,80,,,No,,471,Cash,23,4.4,4.6,
1.72022E+18,21:57:00,CNR8369636566,Success,CID718559,Prime Plus,Indiranagar,Yelahanka,210,85,,,No,,389,Cash,14,3.2,4.6,
1.72112E+18,09:26:00,CNR8073437118,Canceled by Driver,CID580478,eBike,Hennur,Langford Town,,,,Customer related issue,,,202,,0,,,
1.72048E+18,22:13:00,CNR5116585243,Canceled by Driver,CID847377,Auto,Tumkur Road,Ulsoor,,,,Customer was coughing/sick,,,253,,0,,,
1.72055E+18,18:33:00,CNR9699923253,Success,CID398168,Prime SUV,Indiranagar,Basavanagudi,217,105,,,No,,882,Cash,43,3.2,4.1,
1.72112E+18,08:35:00,CNR1201589640,Canceled by Customer,CID539191,Prime Sedan,Banashankari,Cox Town,,,Driver asked to cancel,,,,176,,0,,,
1.72047E+18,19:31:00,CNR1689403754,Success,CID515450,Mini,Devanahalli,Hosur Road,259,120,,,No,,417,UPI,24,4.2,3.8,
1.72031E+18,23:56:00,CNR1501229480,Success,CID323779,Mini,Banashankari,Richmond Town,273,55,,,No,,130,Credit Card,41,3.5,4.5,
1.72094E+18,06:47:00,CNR8602417067,Success,CID771701,Prime SUV,Cox Town,Basavanagudi,168,40,,,No,,235,UPI,17,3.7,3.7,
1.71983E+18,09:16:00,CNR5180944150,Success,CID200875,Prime Sedan,Magadi Road,Bannerghatta Road,231,60,,,No,,325,Credit Card,21,4.7,5,
1.72017E+18,07:57:00,CNR5569548787,Success,CID141634,Prime Plus,Banashankari,Shivajinagar,252,40,,,No,,290,UPI,22,4.8,4.4,
1.72014E+18,23:51:00,CNR2826030097,Success,CID786912,Bike,Koramangala,Mysore Road,63,25,,,No,,131,Cash,20,4.4,3.1,
1.72176E+18,18:37:00,CNR4887495881,Canceled by Customer,CID916150,Prime SUV,Chamarajpet,Ramamurthy Nagar,,,AC is Not working,,,,148,,0,,,
1.72188E+18,02:41:00,CNR4946474476,Canceled by Customer,CID605609,Bike,Chamarajpet,BTM Layout,,,AC is Not working,,,,463,,0,,,
1.7218E+18,05:57:00,CNR5414099759,Success,CID387411,Prime Sedan,Rajajinagar,Ramamurthy Nagar,161,140,,,No,,339,UPI,17,3.1,3.4,
1.72047E+18,20:17:00,CNR2568139914,Driver Not Found,CID878056,Prime SUV,Whitefield,RT Nagar,,,,,,,314,,0,,,
1.72162E+18,03:32:00,CNR8892975500,Success,CID485817,Bike,Rajarajeshwari Nagar,Sahakar Nagar,91,145,,,No,,512,Cash,48,3.1,4.2,
1.7214E+18,14:31:00,CNR7552726236,Driver Not Found,CID398384,Prime Plus,Magadi Road,Chickpet,,,,,,,443,,0,,,
1.72004E+18,21:45:00,CNR1200026621,Success,CID233911,Prime SUV,Chickpet,Tumkur Road,266,85,,,No,,1467,UPI,32,4.7,3.5,
1.72006E+18,02:26:00,CNR4187447284,Driver Not Found,CID657255,Prime SUV,Ramamurthy Nagar,RT Nagar,,,,,,,353,,0,,,
1.71982E+18,07:28:00,CNR3659491874,Success,CID573670,Auto,KR Puram,Bannerghatta Road,154,110,,,No,,444,UPI,1,3.8,4.1,
1.7212E+18,07:05:00,CNR3623533429,Success,CID447644,Prime Plus,Basavanagudi,Yeshwanthpur,210,55,,,No,,476,UPI,23,3.1,4.9,
1.7209E+18,20:08:00,CNR3824632577,Canceled by Driver,CID713810,Bike,Sahakar Nagar,Koramangala,,,,Personal & Car related issue,,,142,,0,,,
1.7218E+18,06:37:00,CNR2817233926,Success,CID620466,eBike,Kengeri,Koramangala,154,145,,,No,,471,UPI,26,4.9,3.8,
1.72087E+18,11:05:00,CNR2091398962,Success,CID935203,eBike,Bannerghatta Road,Indiranagar,252,40,,,No,,382,Cash,21,3.6,4.2,
1.71979E+18,00:31:00,CNR5220085842,Canceled by Driver,CID775449,Prime Sedan,Rajajinagar,Bellandur,,,,Personal & Car related issue,,,401,,0,,,
1.72216E+18,10:43:00,CNR9795770576,Success,CID518512,Auto,Yelahanka,Basavanagudi,161,30,,,No,,148,Cash,18,3.1,4.1,
1.72107E+18,19:16:00,CNR4627809411,Success,CID463284,Auto,Shivajinagar,Electronic City,119,100,,,No,,204,UPI,11,4.8,3.4,
1.72122E+18,11:21:00,CNR4003939102,Success,CID193230,Mini,Varthur,Tumkur Road,168,110,,,No,,666,Cash,9,4.5,3,
1.72232E+18,05:53:00,CNR1308261538,Success,CID605780,eBike,Richmond Town,Rajarajeshwari Nagar,126,60,,,No,,425,UPI,5,4.8,4.4,
1.72121E+18,08:58:00,CNR1556710084,Success,CID201508,Prime Sedan,RT Nagar,JP Nagar,154,105,,,No,,172,Cash,41,3.1,4.2,
1.72207E+18,09:22:00,CNR4639016703,Success,CID649293,Prime Plus,Langford Town,Nagarbhavi,98,50,,,No,,398,Cash,35,4.9,3.5,
1.72039E+18,21:53:00,CNR3136156514,Canceled by Customer,CID270149,Prime Plus,Indiranagar,Sarjapur Road,,,Wrong Address,,,,741,,0,,,
1.72181E+18,09:47:00,CNR6635680436,Driver Not Found,CID740522,Prime Plus,Devanahalli,Jayanagar,,,,,,,446,,0,,,
1.72109E+18,01:47:00,CNR6522259243,Canceled by Driver,CID499536,Prime Sedan,Tumkur Road,Chamarajpet,,,,More than permitted people in there,,,315,,0,,,
1.72144E+18,02:52:00,CNR9257492650,Success,CID288060,Bike,MG Road,Shantinagar,112,125,,,No,,470,Cash,38,3.6,4.2,
1.72145E+18,04:03:00,CNR9054081319,Success,CID723227,Auto,JP Nagar,Bannerghatta Road,161,40,,,No,,106,UPI,7,3.4,4.9,
1.72006E+18,03:47:00,CNR3186546295,Success,CID529533,Prime Plus,Koramangala,Bannerghatta Road,119,135,,,No,,1468,Cash,31,4.7,4.2,
1.72071E+18,15:19:00,CNR5237090288,Canceled by Driver,CID422022,Prime SUV,Kadugodi,Jayanagar,,,,Personal & Car related issue,,,408,,0,,,
1.72006E+18,01:18:00,CNR9526078867,Success,CID900085,eBike,HSR Layout,Hulimavu,294,95,,,Yes,Customer Demand,1805,UPI,4,3.7,4,
1.72001E+18,13:51:00,CNR2055496400,Canceled by Customer,CID734557,Auto,Mysore Road,Sahakar Nagar,,,Driver asked to cancel,,,,2925,,0,,,
1.72161E+18,00:45:00,CNR1352748737,Driver Not Found,CID392228,Prime Sedan,Hebbal,Frazer Town,,,,,,,1048,,0,,,
1.72228E+18,18:24:00,CNR8505998754,Success,CID393226,Mini,Marathahalli,Shivajinagar,112,130,,,No,,360,UPI,1,4.4,4.7,
1.72045E+18,14:26:00,CNR3848737052,Canceled by Customer,CID999015,Mini,Varthur,Kengeri,,,Driver is not moving towards pickup location,,,,341,,0,,,
1.72207E+18,08:42:00,CNR3022399674,Success,CID791723,eBike,Sarjapur Road,Peenya,287,55,,,No,,310,Cash,2,3.1,4.9,
1.72108E+18,22:10:00,CNR4201304521,Success,CID207572,eBike,Kammanahalli,Frazer Town,63,105,,,No,,1289,Cash,3,4.4,3.3,
1.72046E+18,18:55:00,CNR9511092010,Success,CID643112,Mini,Majestic,KR Puram,287,80,,,No,,1540,UPI,12,3.4,4.6,
1.72184E+18,16:00:00,CNR8110334234,Success,CID107282,Prime Plus,MG Road,Hennur,294,50,,,No,,745,Cash,3,3.8,4.7,
1.72138E+18,08:32:00,CNR1820951934,Canceled by Customer,CID228355,Prime SUV,Kammanahalli,Hosur Road,,,Driver asked to cancel,,,,459,,0,,,
1.72066E+18,02:28:00,CNR3295449162,Success,CID182011,Prime SUV,Indiranagar,JP Nagar,126,45,,,No,,313,Cash,38,3.4,3.3,
1.72006E+18,01:18:00,CNR8642502474,Canceled by Driver,CID252880,Prime Sedan,Hebbal,Koramangala,,,,Customer was coughing/sick,,,130,,0,,,
1.7201E+18,13:30:00,CNR9405769135,Success,CID841846,eBike,Peenya,Padmanabhanagar,168,115,,,No,,517,Cash,14,3.6,4.7,
1.72212E+18,22:55:00,CNR2179333461,Success,CID159326,Bike,Nagarbhavi,Vijayanagar,147,90,,,No,,332,UPI,31,4.4,4.3,
1.71985E+18,17:11:00,CNR7446430391,Success,CID220370,eBike,Mysore Road,Marathahalli,224,45,,,No,,496,Cash,40,4.4,3.1,
1.72221E+18,23:40:00,CNR2050487810,Canceled by Driver,CID376747,Prime SUV,Kengeri,Mysore Road,,,,Customer related issue,,,145,,0,,,
1.72035E+18,11:54:00,CNR9970948492,Success,CID758267,Prime Sedan,Kammanahalli,Sahakar Nagar,112,100,,,No,,229,Cash,7,3,4.7,
1.72045E+18,16:01:00,CNR3011053515,Canceled by Driver,CID131209,Bike,Rajajinagar,JP Nagar,,,,Personal & Car related issue,,,470,,0,,,
1.72223E+18,05:16:00,CNR4591666574,Success,CID229257,eBike,Ulsoor,Kengeri,196,115,,,No,,278,UPI,48,3.5,4.2,
1.72215E+18,07:15:00,CNR1610148184,Success,CID131708,Mini,Sahakar Nagar,Kammanahalli,49,50,,,No,,790,UPI,16,3.5,3.1,
1.7211E+18,03:48:00,CNR4526799105,Driver Not Found,CID880836,Prime SUV,Cox Town,Rajajinagar,,,,,,,941,,0,,,
1.72036E+18,14:33:00,CNR7697944209,Driver Not Found,CID199182,Auto,Jayanagar,Shivajinagar,,,,,,,2801,,0,,,
1.72141E+18,17:53:00,CNR7154043084,Success,CID391013,Auto,Marathahalli,Indiranagar,140,115,,,Yes,Customer Demand,525,UPI,11,3,4.5,
1.72151E+18,20:07:00,CNR9283642129,Canceled by Driver,CID276282,Prime SUV,RT Nagar,RT Nagar,,,,Personal & Car related issue,,,433,,0,,,
1.72157E+18,13:56:00,CNR4676896526,Canceled by Driver,CID494856,Auto,Varthur,Marathahalli,,,,Customer related issue,,,376,,0,,,
1.72099E+18,20:29:00,CNR1615053684,Success,CID180831,Mini,KR Puram,Ulsoor,252,140,,,No,,346,Cash,13,3.7,4.1,
1.71994E+18,16:06:00,CNR7734380067,Canceled by Driver,CID853726,Prime SUV,Koramangala,JP Nagar,,,,More than permitted people in there,,,260,,0,,,
1.72142E+18,20:42:00,CNR4851775364,Success,CID438573,Bike,Jayanagar,Chickpet,91,50,,,No,,213,Cash,14,4,3.8,
1.72123E+18,15:07:00,CNR7896256729,Success,CID279281,Mini,Banashankari,Kengeri,210,145,,,No,,286,Cash,13,4.2,3.8,
1.71995E+18,19:25:00,CNR7042244136,Success,CID998521,Prime Plus,Marathahalli,Sahakar Nagar,126,30,,,No,,156,Cash,25,3.7,3.4,
1.72025E+18,07:59:00,CNR7908519469,Success,CID357963,eBike,Nagarbhavi,KR Puram,301,75,,,No,,757,Credit Card,30,3.2,4.7,
1.72067E+18,04:46:00,CNR1121889731,Success,CID208336,Prime Sedan,Devanahalli,Mysore Road,301,60,,,No,,390,Cash,42,4.8,4,
1.72131E+18,15:01:00,CNR3193710797,Success,CID467902,Prime Sedan,Padmanabhanagar,Richmond Town,161,120,,,Yes,Other Issue,976,UPI,27,4.3,4.3,
1.72041E+18,03:32:00,CNR9772059065,Success,CID811485,Bike,Shantinagar,Rajajinagar,210,35,,,No,,683,Cash,14,4.7,3.4,
1.72229E+18,21:12:00,CNR6820098709,Canceled by Driver,CID678710,eBike,Sahakar Nagar,Mysore Road,,,,Personal & Car related issue,,,329,,0,,,
1.72184E+18,15:36:00,CNR9590135968,Success,CID652106,eBike,Yeshwanthpur,Tumkur Road,105,60,,,No,,999,UPI,43,4.6,4.2,
1.72046E+18,18:08:00,CNR4053893416,Success,CID708547,Auto,Vijayanagar,Rajarajeshwari Nagar,259,30,,,No,,283,UPI,7,3.4,3.4,
1.72132E+18,15:06:00,CNR5706980210,Success,CID228167,eBike,Malleshwaram,Indiranagar,168,120,,,No,,463,Cash,15,4.4,3.6,
1.72114E+18,15:17:00,CNR8545338624,Success,CID691224,Auto,Electronic City,JP Nagar,140,145,,,No,,353,UPI,7,4.7,4.9,
1.71988E+18,00:04:00,CNR6792235623,Driver Not Found,CID439520,Prime Sedan,Devanahalli,JP Nagar,,,,,,,495,,0,,,
1.72079E+18,13:28:00,CNR3347159067,Success,CID823164,Auto,Varthur,Kengeri,133,135,,,No,,292,UPI,16,4.6,3.5,
1.72028E+18,15:29:00,CNR2200769825,Success,CID637025,Prime Plus,Mysore Road,Malleshwaram,210,25,,,No,,448,UPI,15,3.2,4.9,
1.72235E+18,14:25:00,CNR8037382031,Canceled by Customer,CID440310,Prime SUV,Indiranagar,Hosur Road,,,AC is Not working,,,,103,,0,,,
1.72092E+18,02:37:00,CNR8476582596,Canceled by Driver,CID687136,Auto,Richmond Town,Electronic City,,,,More than permitted people in there,,,186,,0,,,
1.7199E+18,06:30:00,CNR7073850950,Success,CID880026,Auto,Vijayanagar,Langford Town,301,105,,,Yes,Customer Demand,110,Cash,3,3.7,3.6,
1.72064E+18,18:50:00,CNR6613464835,Canceled by Customer,CID489613,Mini,Whitefield,Vijayanagar,,,Change of plans,,,,173,,0,,,
1.72216E+18,09:40:00,CNR7956960667,Success,CID407740,Prime Plus,Nagarbhavi,Shivajinagar,210,105,,,No,,512,Cash,14,4.9,4.9,
1.72202E+18,18:46:00,CNR3469722999,Driver Not Found,CID822937,Prime SUV,Jayanagar,Peenya,,,,,,,2005,,0,,,
1.72147E+18,08:46:00,CNR9952584604,Success,CID184856,Bike,Hosur Road,Hennur,224,65,,,Yes,Customer Demand,238,Cash,18,4.7,4.6,
1.7221E+18,18:23:00,CNR5433575259,Success,CID763377,Prime Sedan,Indiranagar,Langford Town,189,135,,,Yes,Vehicle Breakdown,1921,UPI,40,3.3,3.9,
1.72145E+18,05:13:00,CNR3797151024,Driver Not Found,CID106150,Mini,KR Puram,Banashankari,,,,,,,296,,0,,,
1.72052E+18,09:36:00,CNR1888228418,Success,CID913584,eBike,Kadugodi,Varthur,273,110,,,No,,499,Cash,14,4.8,3.9,
1.72174E+18,12:03:00,CNR6094620721,Success,CID195370,Prime Plus,JP Nagar,Mysore Road,238,25,,,No,,525,Cash,22,4.3,4,
1.72232E+18,06:56:00,CNR2029679396,Success,CID825106,Prime Plus,Peenya,Frazer Town,105,30,,,No,,308,Cash,13,4.7,3.3,
1.72016E+18,07:11:00,CNR5108136862,Canceled by Customer,CID869726,Prime SUV,Chickpet,JP Nagar,,,Driver asked to cancel,,,,118,,0,,,
1.72235E+18,15:14:00,CNR9998375791,Success,CID173858,Mini,Hosur Road,Yeshwanthpur,203,90,,,No,,164,UPI,33,3.6,3.8,
1.72234E+18,10:26:00,CNR7197746515,Canceled by Driver,CID911238,Mini,Banashankari,HSR Layout,,,,Customer related issue,,,228,,0,,,
1.72208E+18,11:45:00,CNR3914143185,Canceled by Customer,CID656359,Bike,Kadugodi,Chickpet,,,Change of plans,,,,326,,0,,,
1.72215E+18,07:49:00,CNR4970390019,Driver Not Found,CID656067,Bike,MG Road,Sahakar Nagar,,,,,,,849,,0,,,
1.72007E+18,06:05:00,CNR4643101961,Success,CID843965,Prime Sedan,RT Nagar,Basavanagudi,308,110,,,No,,678,Cash,32,4.6,3.5,
1.72013E+18,22:42:00,CNR9462510170,Canceled by Customer,CID517686,Prime Plus,Mysore Road,Ulsoor,,,Driver is not moving towards pickup location,,,,431,,0,,,
1.72006E+18,02:29:00,CNR3791458762,Success,CID253766,Prime Sedan,Malleshwaram,Marathahalli,280,80,,,No,,235,UPI,13,4,3.9,
1.72149E+18,15:11:00,CNR6755458210,Success,CID762854,Mini,Magadi Road,Richmond Town,119,110,,,No,,223,Cash,3,5,4.8,
1.721E+18,22:17:00,CNR6729349884,Success,CID901336,Prime SUV,Bellandur,Kadugodi,49,95,,,No,,445,Cash,48,3.2,4.7,
1.72091E+18,21:16:00,CNR3435305950,Success,CID780659,Prime Sedan,Hulimavu,Chamarajpet,98,125,,,No,,601,UPI,22,3.7,3.4,
